,winery,wine,year,rating,num_reviews,country,region,type,body,acidity,price_predicted
205,Dominio de Pingus,Pingus,2014,4.6,172,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,45.992851234673026
206,Artadi,Vina El Pison,2010,4.6,169,Espana,Vino de Espana,Tempranillo,4.0,2.0,50.056144236891214
207,Pago de Los Capellanes,Parcela El Picon Tinto,2012,4.6,165,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,47.12107369814976
208,Artadi,Vina El Pison,2011,4.6,165,Espana,Vino de Espana,Tempranillo,4.0,2.0,38.79581749026852
209,Alvaro Palacios,L'Ermita Velles Vinyes Priorat,1999,4.6,164,Espana,Priorato,Priorat Red,4.0,3.0,48.92660685478904
210,Casa Castillo,Cuvee N Vinas Viejas,2015,4.6,160,Espana,Jumilla,Red,4.0,3.0,46.37227346015743
211,Artadi,Vina El Pison,2012,4.6,159,Espana,Vino de Espana,Tempranillo,4.0,2.0,49.98107668592138
212,Vega Sicilia,Unico,1973,4.6,157,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,32.14392168285303
213,Bodega Contador (Benjamin Romeo),Contador Rioja,2014,4.6,157,Espana,Rioja,Rioja Red,4.0,3.0,44.35218729858411
214,Bodegas San Roman,Cartago Paraje de Pozo,2014,4.6,153,Espana,Toro,Toro Red,5.0,3.0,42.533831668840094
215,Alvaro Palacios,L'Ermita Velles Vinyes Priorat,1996,4.6,150,Espana,Priorato,Priorat Red,4.0,3.0,34.5463091254619
216,Bodega Numanthia,Termanthia,2014,4.6,147,Espana,Toro,Toro Red,5.0,3.0,41.8645705605943
217,Vega Sicilia,Valbuena 5o,1985,4.6,146,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,18.11109377579055
218,Matarromera,Ribera del Duero Prestigio Pago de las Solanas,2001,4.6,145,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,39.590656302011894
219,Vega Sicilia,Valbuena 5o,1989,4.6,143,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,34.68135256875212
220,Bodega Contador (Benjamin Romeo),Contador Rioja,2015,4.6,143,Espana,Rioja,Rioja Red,4.0,3.0,45.50278278623114
221,Artadi,Vina El Pison,2005,4.6,142,Espana,Vino de Espana,Tempranillo,4.0,2.0,42.11047987703955
222,Nin-Ortiz,Nit de Nin Mas d'en Cacador,2011,4.6,139,Espana,Priorato,Priorat Red,4.0,3.0,40.041023201816415
223,Bodegas Mauro,VS,2018,4.6,136,Espana,Castilla y Leon,Tempranillo,4.0,2.0,41.31641872912837
224,Remirez de Ganuza,Maria Remirez de Ganuza,2005,4.6,136,Espana,Rioja,Rioja Red,4.0,3.0,50.395047549201536
225,Vinas del Vero,Blecua Somontano,2013,4.6,135,Espana,Somontano,Red,4.0,3.0,28.719894389074398
226,Vega Sicilia,Unico Reserva Especial Edicion,1989,4.6,133,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,50.65883711137258
227,Teso La Monja,Alabaster,2017,4.6,131,Espana,Toro,Toro Red,5.0,3.0,39.68793040666537
228,Bodegas Mauro,Terreus Paraje de Cueva Baja,2018,4.6,128,Espana,Castilla y Leon,Tempranillo,4.0,2.0,38.765378456203734
229,Alvaro Palacios,L'Ermita Velles Vinyes Priorat,1997,4.6,127,Espana,Priorato,Priorat Red,4.0,3.0,48.52785550854105
230,Marques de Riscal,Frank Gehry Selection,2001,4.6,124,Espana,Rioja,Tempranillo,4.0,2.0,26.85677628601252
231,Artadi,Vina El Pison,2014,4.6,124,Espana,Vino de Espana,Tempranillo,4.0,2.0,40.747208792118045
232,Vega Sicilia,Unico,1967,4.6,123,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,38.23853394858338
233,Arzuaga,Amaya Arzuaga (Coleccion),2016,4.6,123,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,42.16616621613571
234,Dominio de Pingus,Pingus,2000,4.6,122,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,39.90075442681814
235,Alvaro Palacios,L'Ermita Velles Vinyes Priorat,1995,4.6,122,Espana,Priorato,Priorat Red,4.0,3.0,45.32648560695611
236,Artadi,Vina El Pison,2015,4.6,122,Espana,Vino de Espana,Tempranillo,4.0,2.0,17.779308304485085
237,Bodegas Mas Alta,La Creu Alta,2013,4.6,116,Espana,Priorato,Priorat Red,4.0,3.0,46.60323009639524
238,Vega Sicilia,Unico,1975,4.6,115,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,48.42093886666089
239,Dominio de Calogia,Tinto,2019,4.6,114,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,59.56856518523318
240,Tomas Postigo,5o Ano Ribera del Duero Tinto,2016,4.6,113,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,51.3590533088086
241,Artadi,Vina El Pison,2009,4.6,113,Espana,Vino de Espana,Tempranillo,4.0,2.0,37.40450441520966
242,Cal Pla,Planots Priorat,2010,4.6,112,Espana,Priorato,Priorat Red,4.0,3.0,49.891393430287735
243,Vega Sicilia,Unico Reserva Especial Edicion,2009,4.6,111,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,39.940574389402855
244,Dominio del Bendito,El Titan del Bendito,2018,4.6,111,Espana,Toro,Toro Red,5.0,3.0,37.35275805729975
245,Ossian,Capitel,2018,4.6,107,Espana,Castilla y Leon,Verdejo,3.0,3.0,39.940574389402855
246,Arzuaga,Gran Arzuaga Ribera del Duero,2004,4.6,105,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,48.95995898790716
247,Alto Moncayo,Aquilon Garnacha,2015,4.6,105,Espana,Campo de Borja,Grenache,5.0,3.0,45.7564536511004
248,Dominio de Pingus,Pingus,1996,4.6,102,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,34.01312759272787
249,Cepa 21,Horcajo,2015,4.6,100,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,51.11554103629078
250,Carmelo Rodero,Pago De Valtarrena,2018,4.6,99,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,29.97060465956156
251,Vega Sicilia,Unico,2012,4.6,98,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,48.667744260885684
252,Bodegas Vilano,Tinto,2019,4.6,97,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,47.30357709818463
253,Allende,Aurus,2005,4.6,95,Espana,Rioja,Rioja Red,4.0,3.0,43.64801872955627
254,Costers del Siurana,Dolc de L'Obac,2006,4.6,94,Espana,Priorato,unknown,4.0,3.0,49.98904755759531
255,Pago de Los Capellanes,Parcela El Picon Tinto,2011,4.6,93,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,36.15334170120218
256,Remirez de Ganuza,Trasnocho,2013,4.6,91,Espana,Rioja,Rioja Red,4.0,3.0,39.239978169312735
257,Bodegas Roda,Cirsion Rioja,2017,4.6,90,Espana,Rioja,Rioja Red,4.0,3.0,53.079238756119594
258,Teso La Monja,Tinto,2008,4.6,87,Espana,Toro,Toro Red,5.0,3.0,57.16951282284049
259,Pago de Los Capellanes,Doroteo Edicion Especial 25 Aniversario,2015,4.6,86,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,47.245873737815145
260,Bodegas Valduero,Tierra Alta de 2 Racimos Gran Reserva,2011,4.6,85,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,28.02834506793124
261,Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2011,4.6,85,Espana,Rioja,Rioja Red,4.0,3.0,28.8532428910853
262,Vega Sicilia,Valbuena 5o,1980,4.6,84,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,52.10189654434134
263,Arzuaga,Reserva Especial Ribera del Duero,2016,4.6,83,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,33.46547419786339
264,Hacienda Monasterio,Reserva Especial,2015,4.6,80,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,46.090505361980604
265,Mas d'en Gil,Gran Buig Priorat,2004,4.6,79,Espana,Priorato,Priorat Red,4.0,3.0,45.15577779789305
266,Castillo Perelada,Finca Garbet,2014,4.6,75,Espana,Emporda,Syrah,4.0,3.0,27.977181957895027
267,Osborne,Solera India Oloroso Rare Sherry,2017,4.6,74,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,47.155431695478
268,Emilio Moro,Clon De La Familia,2011,4.6,72,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,59.43788937323734
269,Sierra Cantabria,Amancio,2007,4.6,70,Espana,Rioja,Rioja Red,4.0,3.0,30.089900140288137
270,Toro Albala,Gines Liebana Pedro Ximenez,1910,4.6,70,Espana,Montilla-Moriles,Pedro Ximenez,5.0,1.0,43.473027659644686
271,Recaredo,Reserva Particular de Recaredo Brut Nature,2008,4.6,69,Espana,Cava,Cava,2.0,3.0,41.1611796553982
272,Clos Erasmus,Priorat,2008,4.6,66,Espana,Priorato,Priorat Red,4.0,3.0,38.12261640083693
273,Vega Sicilia,Valbuena 5o,1983,4.6,66,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,38.8232126209266
274,Toro Albala,Don PX Seleccion,1965,4.6,65,Espana,Montilla-Moriles,Pedro Ximenez,5.0,1.0,49.8717810477217
275,Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2001,4.6,65,Espana,Priorato,Priorat Red,4.0,3.0,62.832134365949514
276,Hacienda Monasterio,Reserva,2017,4.6,64,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,39.46852014309911
277,Ysios,Finca Las Naves,2016,4.6,63,Espana,Rioja,Rioja Red,4.0,3.0,60.5552511417136
278,Marques de Grinon,AAA,2008,4.6,63,Espana,Dominio de Valdepusa,Red,4.0,3.0,33.428947356985645
279,Contino,Vina del Olivo,2001,4.6,60,Espana,Rioja,Rioja Red,4.0,3.0,34.789572179679
280,Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2010,4.6,60,Espana,Priorato,Priorat Red,4.0,3.0,46.30357860043409
281,Marques de Murrieta,Dalmau Rioja,2001,4.6,59,Espana,Rioja,Rioja Red,4.0,3.0,18.269376752926973
282,Alvaro Palacios,Les Aubaguetes Priorat,2016,4.6,59,Espana,Priorato,Priorat Red,4.0,3.0,26.76216606211119
283,Gramona,Cava Enoteca Finca La Plana Brut Nature,2001,4.6,58,Espana,Cava,Cava,2.0,3.0,48.77720636957156
284,Alto Moncayo,Aquilon Garnacha,2016,4.6,58,Espana,Campo de Borja,Grenache,5.0,3.0,33.94879558960838
285,Dominio del Aguila,Gran Reserva Penas Aladas,2014,4.6,58,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,48.963133695666784
286,Hacienda Solano,Pena Lobera,2016,4.6,57,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,36.8601741509824
287,Bodegas Mas Alta,La Creu Alta,2014,4.6,53,Espana,Priorato,Priorat Red,4.0,3.0,51.965170109350765
288,Francisco Garcia Perez,Adega do Moucho Treixadura,2017,4.6,53,Espana,Ribeiro,unknown,4.0,3.0,51.95908230253781
289,Anima Negra,Son Negre,2007,4.6,51,Espana,Mallorca,Red,4.0,3.0,37.1559612269416
290,Mas Doix,1902 Centenary Carignan Priorat,2017,4.6,51,Espana,Priorato,Priorat Red,4.0,3.0,40.11064414824932
291,Vega Sicilia,Unico,1961,4.6,50,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,65.03687382924363
292,Castano,Casa Cisca Monastrell,2016,4.6,49,Espana,Yecla,Monastrell,5.0,3.0,37.595945109506374
293,Descendientes de J. Palacios,Moncerbal Bierzo (Corullon),2016,4.6,48,Espana,Bierzo,Mencia,3.0,3.0,48.3424566279773
294,La Legua,Capricho,2014,4.6,47,Espana,Cigales,Red,4.0,3.0,28.04660848837011
295,Dominio de Pingus,Pingus,2018,4.6,47,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,44.038416029416794
296,Castillo de Cuzcurrita,Cerrado del Castillo Rioja,2016,4.6,47,Espana,Rioja,Rioja Red,4.0,3.0,52.80022967691639
297,Oxer Wines,Kalamity Rioja,2018,4.6,46,Espana,Rioja,Rioja Red,4.0,3.0,31.082711087399275
298,Bodegas Yuste,Conde de Aldama Amontillado,2017,4.6,46,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,27.395547188958517
299,Vega Sicilia,Valbuena 5o,1979,4.6,46,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,31.22248142579656
300,Bodegas 6o Elemento - Vino Sexto Elemento,Respeto,2015,4.6,45,Espana,Utiel-Requena,Red,4.0,3.0,56.676400470991894
301,Proyecto Garnachas de Espana,El Garnacho Viejo de la Familia Acha,2014,4.6,45,Espana,Rioja,Rioja Red,4.0,3.0,33.09320951408881
302,Matarromera,Ribera del Duero Prestigio,2016,4.6,45,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,54.71604753489646
303,Casal de Arman,Finca Misenhora Edicion Limitada,2018,4.6,44,Espana,Ribeiro,unknown,4.0,3.0,49.86742222569001
304,Mas Doix,1902 Centenary Carignan Priorat,2016,4.6,43,Espana,Priorato,Priorat Red,4.0,3.0,18.23893771886219
305,Artadi,La Poza de Ballesteros,2009,4.6,42,Espana,Vino de Espana,Tempranillo,4.0,2.0,39.55095475337407
306,Marques de Murrieta,Reserva Rioja (Finca Ygay),1954,4.6,42,Espana,Rioja,Rioja Red,4.0,3.0,37.099864856262
307,Hacienda Monasterio,Reserva Especial,2016,4.6,41,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,46.622903573680105
308,Artadi,Vina El Pison,2017,4.6,41,Espana,Vino de Espana,Tempranillo,4.0,2.0,48.92635763648832
309,Vall Llach,Idus,2020,4.6,41,Espana,Priorato,Priorat Red,4.0,3.0,49.44814437148807
310,Clos Erasmus,Priorat,2003,4.6,41,Espana,Priorato,Priorat Red,4.0,3.0,48.963133695666784
311,Sierra Cantabria,Amancio,2017,4.6,40,Espana,Rioja,Rioja Red,4.0,3.0,54.559074248266825
312,Pago de Larrainzar,Rosado de Larrainzar,2020,4.6,39,Espana,Navarra,unknown,4.0,3.0,19.25791432445294
313,Emilio Moro,Clon De La Familia,2015,4.6,39,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,28.85019898767905
314,Vega Sicilia,Unico Reserva Especial Edicion,1982,4.6,39,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,41.04880444765945
315,Sierra Cantabria,Finca el Bosque,2002,4.6,38,Espana,Rioja,Rioja Red,4.0,3.0,26.27818542048226
316,Descendientes de J. Palacios,Valdafoz Bierzo (Corullon),2011,4.6,38,Espana,Bierzo,Mencia,3.0,3.0,40.53101564824783
317,Ukan Winery,Tinto,2019,4.6,38,Espana,Rioja Alavesa,Rioja Red,4.0,3.0,51.15194946322117
318,Finca Moncloa,Tintilla de Rota,2017,4.6,37,Espana,Cadiz,unknown,4.0,3.0,26.64040992585251
319,Bodegas Mas Alta,La Creu Alta,2017,4.6,36,Espana,Priorato,Priorat Red,4.0,3.0,56.35374670990609
320,Vina Real,Rioja Gran Reserva,1986,4.6,35,Espana,Rioja,Rioja Red,4.0,3.0,28.25055001660394
321,Dominio de Atauta,Valdegatiles Ribera del Duero,2012,4.6,34,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,16.942234867704656
322,Toro Albala,Don PX Seleccion,1962,4.6,34,Espana,Montilla-Moriles,Pedro Ximenez,5.0,1.0,48.863465699144854
323,Micro Bio (MicroBio),Respublica Verdejo,2016,4.6,33,Espana,Vino de Espana,Verdejo,3.0,3.0,36.47858334103012
324,Dominio del Aguila,Gran Reserva Penas Aladas,2015,4.6,33,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,31.052141248981343
325,Terroir Al Limit Soc. Lda,Les Tosses,2016,4.6,33,Espana,Priorato,Priorat Red,4.0,3.0,27.06338169499918
326,Finca Torremilanos,Torremilanos Coleccion Ribera del Duero,2016,4.6,32,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,47.8214206999387
327,Artadi,El Carretil,2017,4.6,32,Espana,Vino de Espana,Tempranillo,4.0,2.0,26.91156654732913
328,Huerta de Albala,Taberner No. 1,2013,4.6,32,Espana,Cadiz,Red,4.0,3.0,60.56742675533951
329,Gomez Cruzado,Vina Motulleri,2011,4.6,30,Espana,Rioja,Rioja Red,4.0,3.0,27.730625781970957
330,Castell d'Encus,Saktih,2013,4.6,30,Espana,Costers del Segre,Red,4.0,3.0,29.93161716315126
331,Abadia Retuerta,Cuvee Palomar,2017,4.6,30,Espana,Sardon de Duero,Red,4.0,3.0,39.13032164466904
332,Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2014,4.6,30,Espana,Priorato,Priorat Red,4.0,3.0,26.878083609858095
333,Dominio de Atauta,Valdegatiles Ribera del Duero,2013,4.6,29,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,57.417797983545825
334,Bodegas 6o Elemento - Vino Sexto Elemento,Respeto,2017,4.6,29,Espana,Utiel-Requena,Red,4.0,3.0,47.33135225149681
335,Enate,Uno Tinto,2010,4.6,28,Espana,Somontano,Red,4.0,3.0,48.516211492506045
336,Benjamin de Rothschild - Vega Sicilia,Macan,2017,4.6,28,Espana,Rioja,Rioja Red,4.0,3.0,28.960362758185966
337,Mas Doix,1903 Centenary Grenache,2016,4.6,28,Espana,Priorato,Priorat Red,4.0,3.0,46.8927809426641
338,Descendientes de J. Palacios,La Faraona Bierzo (Corullon),2010,4.6,28,Espana,Bierzo,Red,4.0,3.0,28.473338213150328
339,Bodegas Aragonesas,Galiano Seleccion Especial,2013,4.6,28,Espana,Campo de Borja,Red,4.0,3.0,46.40324093975323
340,Telmo Rodriguez,Molino Real,2016,4.6,28,Espana,Malaga,unknown,4.0,3.0,24.104589169960036
341,Anima Negra,Son Negre,2004,4.6,27,Espana,Mallorca,Red,4.0,3.0,51.48069103112039
342,Tomas Postigo,5o Ano Ribera del Duero Tinto,2017,4.6,27,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,61.684788523815314
343,Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2011,4.6,27,Espana,Priorato,Priorat Red,4.0,3.0,33.463292769561576
344,Acustic Celler,Etern Vinyes Molt Velles,2016,4.6,26,Espana,Priorato,Priorat Red,4.0,3.0,42.985225450777534
345,Vina Pedrosa,40 Aniversario Gran Reserva,2012,4.6,25,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,26.691822254189447
346,Osborne,Solera BC-200,2017,4.6,25,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,51.76070894484769
347,Recaredo,Corpinnat Enoteca Reserva Particular de Recaredo,2004,4.6,25,Espana,Cataluna,Sparkling,2.0,3.0,47.48963522863323
348,Toro Albala,Don PX Pedro Ximenez,1968,4.6,25,Espana,Montilla-Moriles,Pedro Ximenez,5.0,1.0,20.73141279148649
349,Pago de Carraovejas,Tinto,2016,4.5,7529,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,26.910983299455438
350,Alion,Ribera del Duero,2013,4.5,7435,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,28.963406661592217
351,Alion,Ribera del Duero,2014,4.5,7237,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,34.67085994682657
352,Pintia,Toro,2014,4.5,5863,Espana,Toro,Toro Red,5.0,3.0,32.88973281978156
353,Pago de Carraovejas,Tinto,2018,4.5,5372,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,51.93777497869269
354,Alion,Ribera del Duero,2015,4.5,5365,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,26.098464315147112
355,Pintia,Toro,2015,4.5,4979,Espana,Toro,Toro Red,5.0,3.0,43.928049033689604
356,Pago de Carraovejas,Tinto,2017,4.5,4935,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,34.55630331078601
357,Aalto,PS (Pagos Seleccionados) Ribera del Duero,2016,4.5,4411,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,30.299595445761497
358,Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2005,4.5,3521,Espana,Rioja,Rioja Red,4.0,3.0,49.57096305601226
359,La Rioja Alta,Gran Reserva 890,2005,4.5,3443,Espana,Rioja,Rioja Red,4.0,3.0,28.814255394675456
360,Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2009,4.5,3148,Espana,Rioja,Rioja Red,4.0,3.0,44.39784584968152
361,Pintia,Toro,2016,4.5,3118,Espana,Toro,Toro Red,5.0,3.0,41.44031344092491
362,Dominio de Pingus,Flor de Pingus,2016,4.5,2887,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,30.424644703727154
363,Aalto,PS (Pagos Seleccionados) Ribera del Duero,2015,4.5,2858,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,47.845771927190526
364,Bodegas El Nido,Clio,2015,4.5,2712,Espana,Jumilla,Red,4.0,3.0,47.75141092158992
365,Dominio de Pingus,Flor de Pingus,2014,4.5,2710,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,34.713474594517265
366,Dominio de Pingus,Flor de Pingus,2010,4.5,2551,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,47.903606091913844
367,Dominio de Pingus,Flor de Pingus,2015,4.5,2530,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,33.30085419561328
368,Bodegas El Nido,Clio,2016,4.5,2228,Espana,Jumilla,Red,4.0,3.0,50.454895583139205
369,Bodegas El Nido,Clio,2017,4.5,2220,Espana,Jumilla,Red,4.0,3.0,46.290088068182285
370,Aalto,PS (Pagos Seleccionados) Ribera del Duero,2011,4.5,2207,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,27.86126441014858
371,Pago de Carraovejas,Tinto,2019,4.5,2144,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,42.32737468273149
372,Benjamin de Rothschild - Vega Sicilia,Macan,2014,4.5,1910,Espana,Rioja,Rioja Red,4.0,3.0,51.57225735161501
373,Aalto,Tinto,2018,4.5,1864,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,18.1141376791968
374,Bodegas El Nido,Clio,2018,4.5,1520,Espana,Jumilla,Red,4.0,3.0,44.55612882681794
375,Alto Moncayo,Garnacha,2017,4.5,1503,Espana,Campo de Borja,Grenache,5.0,3.0,51.62792267278883
376,Pago de Los Capellanes,Parcela El Nogal Tinto,2015,4.5,1393,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,26.6132640134947
377,Vega Sicilia,Valbuena 5o,2003,4.5,1346,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,29.635775284849842
378,Benjamin de Rothschild - Vega Sicilia,Macan,2015,4.5,1345,Espana,Rioja,Rioja Red,4.0,3.0,36.238570996583576
379,Alion,Ribera del Duero,2003,4.5,1236,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,37.67845572179226
380,Belondrade,Belondrade y Lurton,2018,4.5,1192,Espana,Rueda,Verdejo,3.0,3.0,51.99121627788213
381,Pago de Los Capellanes,Parcela El Nogal Tinto,2014,4.5,1163,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,47.04296224377322
382,Pago de Carraovejas,Reserva,2014,4.5,1148,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,29.481119458993362
383,Dominio de Pingus,Flor de Pingus,2017,4.5,1094,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,43.9467737069117
384,Remirez de Ganuza,Rioja Reserva,2012,4.5,1089,Espana,Rioja,Rioja Red,4.0,3.0,34.59805548337181
385,Muga,Prado Enea Gran Reserva,2014,4.5,1014,Espana,Rioja,Rioja Red,4.0,3.0,18.12022548600976
386,Remirez de Ganuza,Rioja Reserva,2011,4.5,1012,Espana,Rioja,Rioja Red,4.0,3.0,26.22022045140625
387,La Rioja Alta,Gran Reserva 890,2004,4.5,990,Espana,Rioja,Rioja Red,4.0,3.0,32.50030759971105
388,Belondrade,Belondrade y Lurton,2019,4.5,961,Espana,Rueda,Verdejo,3.0,3.0,36.90143669622921
389,Clos Mogador,Priorat,2015,4.5,955,Espana,Priorato,Priorat Red,4.0,3.0,36.85688102927543
390,Bodegas Tradicion,Pedro Ximenez Tradicion 20 Years Old Vos,2017,4.5,854,Espana,Jerez Pedro Ximenes (PX),Pedro Ximenez,5.0,1.0,26.11653331962816
391,Muga,Torre Muga,2016,4.5,838,Espana,Rioja,Rioja Red,4.0,3.0,44.31261655430012
392,Benjamin de Rothschild - Vega Sicilia,Macan,2016,4.5,813,Espana,Rioja,Rioja Red,4.0,3.0,48.75006045721375
393,Bodega Numanthia,Termanthia,2010,4.5,729,Espana,Toro,Toro Red,5.0,3.0,33.89745926328169
394,Emilio Moro,Malleolus de Valderramiro,2011,4.5,719,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,48.24452327343852
395,Clos Mogador,Priorat,2017,4.5,666,Espana,Priorato,Priorat Red,4.0,3.0,17.012244646053887
396,Marques de Murrieta,Dalmau Rioja,2014,4.5,642,Espana,Rioja,Rioja Red,4.0,3.0,34.89940192061249
397,Hacienda Monasterio,Reserva,2015,4.5,629,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,28.960028728612542
398,Pago de Los Capellanes,Parcela El Nogal Tinto,2016,4.5,595,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,42.92105426094099
399,La Rioja Alta,Gran Reserva 890,1995,4.5,574,Espana,Rioja,Rioja Red,4.0,3.0,36.90253958037238
400,Bodegas El Nido,Clio,2019,4.5,550,Espana,Jumilla,Red,4.0,3.0,44.87548946619677
401,Muga,Aro,2015,4.5,529,Espana,Rioja,Rioja Red,4.0,3.0,38.296368113306244
402,Remirez de Ganuza,Gran Reserva,2007,4.5,529,Espana,Rioja,Rioja Red,4.0,3.0,27.188561757317984
403,Senorio de San Vicente,San Vicente Rioja,2017,4.5,505,Espana,Rioja,Rioja Red,4.0,3.0,52.481323997943946
404,Carmelo Rodero,Ribera del Duero TSM,2017,4.5,503,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,66.1589448743025
405,Vina Sastre,Pago de Santa Cruz,2016,4.5,501,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,59.450064986863254
406,Bodegas Valduero,Ribera Del Duero Reserva Premium 6 Anos,2011,4.5,500,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,51.000784327089605
407,Remirez de Ganuza,Trasnocho,2012,4.5,499,Espana,Rioja,Rioja Red,4.0,3.0,28.935677501360715
408,Costers del Siurana,Clos de L'Obac,2005,4.5,493,Espana,Priorato,Priorat Red,4.0,3.0,27.38970860044583
